N,P,K,temperature,humidity,ph,rainfall,label
82,35,41,24.06,72.7398,6.8591,164.5432,jute
40,32,35,27.8543,59.8496,5.7395,59.4699,millets
23,130,197,17.8791,80.3442,5.7043,72.0595,grapes
119,32,50,29.3204,79.3351,5.9631,290.4055,pepper
24,75,19,24.8045,45.8614,5.304,94.6328,pigeonpeas
83,35,112,29.5945,74.2501,5.6954,238.8581,turmeric
118,46,41,24.9174,84.5684,7.336,97.2628,cotton
78,60,43,17.5398,51.9208,6.9822,68.7735,wheat
13,55,22,27.3276,81.3583,6.8109,49.229,mungbean
29,57,24,27.6493,40.9535,9.0653,60.7168,mothbeans
41,39,26,28.2793,63.4997,6.0298,54.3293,sorghum
20,49,37,29.5991,66.338,6.3459,67.1455,groundnut
84,48,66,22.7262,64.7255,6.9935,80.2969,chilli
10,57,15,18.8867,68.239,6.6477,45.9187,lentil
63,26,31,26.3182,55.3402,7.0251,42.3958,sorghum
17,75,15,21.9686,59.5054,5.7782,170.7425,pigeonpeas
85,37,36,20.3026,85.1104,5.589,204.143,rice
67,38,28,22.7404,60.2367,6.1624,90.5346,maize
82,10,53,26.4785,85.8795,6.4478,47.5992,watermelon
43,57,84,17.9491,18.3086,5.7361,34.5658,chickpeas
33,122,190,37.8142,80.0493,5.5313,74.8619,grapes
20,19,37,22.4147,90.1879,5.6213,101.3603,pomegranate
65,35,110,27.5118,74.1725,6.4524,170.2389,turmeric
107,44,78,15.8749,72.5332,6.5085,60.6181,cabbage
21,132,203,21.1517,90.589,5.589,101.2277,apple
29,16,28,27.0493,92.3957,5.5751,204.1668,coconut
83,37,97,24.9012,88.3188,5.5958,214.1805,ginger
68,54,74,16.6786,70.7068,6.5349,58.1615,onion
116,33,69,24.9749,86.4065,6.452,299.9095,cardamom
16,20,29,34.6304,49.0985,6.7885,93.445,mango
47,62,76,18.5201,19.4668,5.9102,40.6804,chickpeas
107,47,121,16.1082,70.5033,5.7365,72.7519,potato
117,44,155,18.0127,79.0166,5.9076,86.6708,potato
21,61,18,27.5246,61.6011,6.4606,43.6701,lentil
90,51,63,19.7621,81.833,6.6593,71.8357,cabbage
73,46,89,27.0544,88.8283,6.4605,272.6765,ginger
44,59,76,18.1475,19.5424,6.1832,37.8763,chickpeas
16,50,20,28.3368,86.8388,6.4997,42.5537,mungbean
24,51,56,21.5555,64.2387,6.3624,68.2671,peas
42,37,53,18.8295,45.264,6.138,55.4801,barley
124,32,88,24.2884,89.174,6.3699,322.8196,cardamom
45,42,55,17.2568,55.5565,7.4283,51.9027,barley
79,36,97,24.7303,79.3685,5.7083,163.8339,ginger
21,138,193,22.7721,91.5834,5.9454,101.117,apple
28,56,17,19.037,64.0061,6.2012,48.296,lentil
119,37,36,22.9851,77.718,6.9832,70.3981,cotton
76,47,101,24.8058,82.579,5.6599,155.4515,ginger
123,43,45,24.5728,76.3464,7.1078,86.0123,cotton
100,20,29,23.1173,63.1894,7.1614,140.7743,coffee
55,34,30,21.693,52.2002,6.5038,42.9595,coriander
21,59,18,27.4643,69.365,6.7393,40.9231,lentil
16,19,44,18.6783,93.7597,6.0614,107.4106,pomegranate
99,88,47,26.9548,78.9037,5.7244,106.0708,banana
81,57,55,29.4692,63.371,6.5924,85.1977,chilli
85,37,43,24.937,85.0727,6.484,177.185,jute
18,21,33,27.0453,51.6852,5.9923,92.0044,mango
118,49,44,23.9628,76.0519,7.6872,67.9911,cotton
112,28,76,23.3394,80.8785,6.3425,216.9745,pepper
65,42,100,26.4427,73.3562,6.6115,204.3722,turmeric
148,35,53,23.615,89.0191,5.3894,276.9346,tea
22,13,8,20.2138,93.5672,6.4616,109.8114,orange
99,58,121,18.1985,77.4262,5.2581,64.7656,potato
57,47,33,22.4158,59.179,6.1695,43.2009,coriander
84,43,45,22.64,85.6587,5.5095,207.6235,rice
71,36,38,23.1316,70.7393,6.1446,198.631,jute
109,23,56,27.8914,89.5229,6.0991,200.4869,pepper
23,62,17,16.7165,23.5471,5.9162,132.3162,kidneybeans
14,19,42,19.5915,93.3231,5.9582,109.5199,pomegranate
102,46,38,22.812,79.8749,7.9539,64.0302,cotton
126,42,71,27.4818,71.8142,7.3255,247.0665,sugarcane
97,90,51,27.6582,81.7169,5.7221,91.8292,banana
10,59,15,25.5843,52.9326,3.5259,61.1819,mothbeans
90,50,76,20.7901,73.1043,6.7821,70.1156,cauliflower
16,45,15,25.195,52.258,4.2706,52.0744,mothbeans
55,35,22,20.3092,52.5524,6.9372,38.5584,mustard
21,33,34,33.6969,49.513,5.9099,95.2404,mango
105,20,27,23.2472,58.7474,6.5732,150.576,coffee
23,74,35,27.979,77.2091,6.0916,87.3269,soybeans
25,47,24,27.2889,57.5524,7.0951,47.2924,mothbeans
94,39,68,26.3717,73.0046,5.8468,293.8604,pepper
48,55,48,42.5055,91.2813,6.9005,238.0969,papaya
127,37,88,18.4661,87.3596,5.8387,332.7519,cardamom
55,25,32,27.3257,48.7505,6.7906,35.2983,millets
78,41,30,26.8693,59.5621,5.7115,96.6048,maize
105,43,35,23.5369,82.7259,7.3013,99.533,cotton
49,42,31,22.9523,54.0321,7.2433,36.2471,cumin
90,30,31,27.2386,52.0935,7.4262,140.4573,coffee
50,34,96,25.2148,68.9955,5.773,87.0496,sweetpotato
21,58,16,29.8539,58.8799,5.1774,45.7634,mothbeans
49,39,20,33.6468,56.8711,5.832,55.0992,millets
47,52,45,37.2436,93.2251,6.8862,241.0366,papaya
32,48,25,28.2755,48.5023,7.4244,35.8243,cumin
83,6,50,26.9918,87.7486,6.3093,41.4833,watermelon
144,26,63,18.0368,84.6569,5.0985,228.9637,tea
14,126,203,21.5377,93.7872,5.879,115.6361,apple
78,43,39,26.7655,78.2199,6.0434,202.078,jute
53,20,37,26.1286,46.8756,5.636,30.1801,millets
67,50,101,29.1882,84.9465,6.3476,194.6334,turmeric
32,30,25,27.4305,63.429,5.7936,30.3431,sesame
30,15,30,25.6045,95.3209,5.7835,180.1806,coconut
67,54,61,17.735,72.5355,6.745,51.5366,onion
90,18,54,26.7996,82.6198,6.3215,49.191,watermelon
52,34,22,15.507,60.4331,6.1981,31.5603,mustard
38,62,85,18.4846,16.9884,6.3234,44.4096,chickpeas
56,43,31,24.6929,59.5506,7.2288,69.3884,coriander
92,19,27,25.7422,53.3809,6.2638,153.1475,coffee
21,71,23,31.9615,45.1894,6.1497,131.6462,pigeonpeas
107,65,78,17.8458,74.9872,6.0744,77.3107,cauliflower
93,19,45,28.5949,90.3747,6.5154,29.7403,muskmelon
22,75,30,23.7166,70.9703,6.1298,112.8273,soybeans
77,40,70,32.1406,86.6958,5.4895,333.9037,rubber
19,11,8,20.8889,93.8014,6.3948,115.6972,orange
27,43,45,26.387,55.5269,6.4456,55.5117,groundnut
63,44,67,18.8167,58.837,6.8576,47.0278,garlic
21,61,20,19.9081,65.5331,5.9543,53.3876,lentil
139,39,82,29.3942,75.9373,5.7498,197.8988,sugarcane
23,124,191,24.2258,83.7168,5.5695,66.4874,grapes
11,10,43,20.2748,92.4512,6.2122,100.9432,pomegranate
97,47,124,16.4144,84.0332,5.3221,79.8315,potato
30,75,42,26.3498,75.1747,6.0214,83.959,soybeans
18,11,29,27.7752,98.286,5.2116,143.7163,coconut
26,49,20,27.0018,89.8053,7.0163,57.9918,mungbean
31,79,33,27.5817,75.2125,6.1939,112.7075,soybeans
138,47,65,33.1295,61.6912,7.3842,175.5157,sugarcane
34,51,51,23.1771,92.1094,6.5918,249.8669,papaya
110,39,100,24.0674,61.7836,5.7994,90.7957,tobacco
89,88,54,27.7379,82.3834,6.344,102.566,banana
45,42,49,19.4563,57.4086,6.9572,40.93,barley
112,32,68,21.7134,80.9794,5.6797,264.8442,cardamom
12,42,22,27.1299,82.1307,6.7673,52.0426,mungbean
86,42,64,26.1985,69.3981,6.9226,72.9831,tomato
91,8,53,29.8163,92.5315,6.7268,29.7452,muskmelon
117,53,50,27.8996,66.4256,6.5795,68.4452,chilli
92,16,30,27.2361,52.9882,7.3905,154.1084,coffee
30,55,21,21.3153,65.2001,6.03,43.3388,lentil
36,58,50,28.9237,93.603,6.9775,247.8167,papaya
17,34,25,34.7602,51.3939,6.2919,93.0247,mango
61,60,60,20.0392,64.5392,6.7286,52.4264,garlic
29,52,37,25.7027,59.862,6.9663,60.6983,groundnut
37,61,81,22.1103,19.4315,6.971,31.6075,chickpeas
80,44,71,17.286,80.1066,6.8862,56.3272,cabbage
41,61,23,31.1374,61.5477,6.7464,69.2401,blackgram
16,125,195,21.1842,92.8711,5.6537,112.4623,apple
72,40,33,26.9053,65.9212,6.4867,96.8044,maize
28,70,18,23.1641,49.3356,5.2072,183.9991,pigeonpeas
15,58,19,24.0952,40.4823,9.5268,34.2371,mothbeans
116,54,63,25.4565,62.0989,6.1117,68.4903,chilli
79,39,44,26.9236,85.6688,6.5359,183.0111,jute
92,45,82,26.4769,86.4393,5.7282,259.5673,ginger
121,36,70,25.0953,65.5264,7.4245,187.6135,sugarcane
24,60,15,20.5423,22.1077,5.6344,122.2867,kidneybeans
10,42,16,28.8189,86.9317,6.2301,44.2868,mungbean
36,57,53,15.6068,65.4992,7.2923,73.7601,peas
59,46,68,17.5981,67.6805,6.3056,41.6012,garlic
117,41,72,20.6191,80.0814,6.2995,70.3903,cabbage
71,40,39,24.599,88.0661,6.061,226.6459,rice
69,35,111,22.1103,64.7277,5.7856,77.5377,sweetpotato
30,78,20,22.5709,48.7469,5.432,152.5492,pigeonpeas
41,27,24,26.2352,53.8664,6.4422,51.3544,sesame
10,57,18,23.5363,62.3626,6.1815,41.4289,lentil
74,60,71,14.631,55.5724,6.7675,51.4865,garlic
31,46,55,35.5287,91.8074,6.7881,246.9809,papaya
14,12,13,18.0398,94.9996,7.0674,102.1441,orange
105,28,26,25.4898,63.5983,7.155,195.9238,coffee
11,58,24,17.2838,24.0403,5.6416,90.3762,kidneybeans
71,51,33,18.6287,63.2664,6.7369,74.0812,wheat
111,35,73,30.0745,78.4131,6.712,226.679,sugarcane
87,43,35,25.0949,70.7944,6.4943,202.6849,jute
86,59,79,24.2,70.6643,6.9005,69.8504,onion
18,22,37,24.7497,88.2376,5.5475,103.4703,pomegranate
24,21,33,25.8543,93.5038,6.2747,162.3377,coconut
131,37,86,29.1773,70.9324,5.5887,208.9329,sugarcane
95,6,50,25.2405,80.5676,6.0452,46.0393,watermelon
119,30,86,34.668,60.4863,5.6188,151.1169,sugarcane
32,53,49,17.9396,71.6618,6.4694,64.5693,peas
58,33,56,12.0373,53.1029,7.3294,67.0085,barley
34,39,26,27.359,47.9386,7.5548,32.1401,cumin
48,32,38,28.8574,46.7371,6.5111,70.9545,sorghum
21,13,29,26.0592,98.6787,6.404,154.8821,coconut
13,53,15,27.3737,87.3149,6.2095,48.5743,mungbean
44,59,82,19.52,18.7037,6.518,31.0346,chickpeas
49,37,28,27.0211,51.0415,6.7348,55.78,coriander
49,34,32,32.9528,55.4418,5.5412,55.007,millets
112,23,55,28.0367,80.9599,5.225,292.0126,pepper
102,39,74,22.5498,83.6,5.2208,264.5256,cardamom
103,40,68,27.5933,66.7978,5.7459,209.0446,sugarcane
82,55,67,26.3232,61.7993,6.0997,87.6359,chilli
58,57,66,20.4956,60.6138,6.2132,41.7965,garlic
43,46,32,29.7018,53.2393,7.5244,34.1146,cumin
109,57,75,21.0354,76.0838,6.2715,72.0829,cabbage
26,54,47,25.5623,68.8604,6.2746,118.7873,soybeans
44,44,24,24.5182,62.5091,6.2925,48.6386,coriander
79,39,34,20.5692,64.2742,6.6011,65.0931,maize
35,43,27,28.3505,40.8929,7.9604,36.9228,cumin
19,51,20,27.4144,85.0204,6.812,57.2817,mungbean
39,26,35,29.346,53.7705,6.5456,30.7824,millets
91,17,48,28.3018,93.8069,6.0739,29.4583,muskmelon
42,62,20,30.6178,66.1889,6.7522,69.2159,blackgram
37,62,83,16.8154,15.7666,5.4299,32.9294,chickpeas
41,59,22,34.712,69.2793,6.8394,61.7339,blackgram
89,81,49,26.3124,82.044,6.1819,92.1612,banana
30,35,22,25.3652,64.3307,6.2106,43.694,sesame
41,32,30,22.0996,61.75,6.75,59.6969,mustard
64,36,25,24.6971,63.1367,6.0768,72.2772,maize
67,47,27,19.6273,53.2276,7.3779,42.1379,mustard
14,16,43,22.6631,92.4863,6.4222,101.3895,pomegranate
85,80,47,27.1752,83.8378,6.1672,100.046,banana
70,65,73,22.7062,70.9183,6.2891,72.0573,onion
98,85,53,25.4366,75.4307,6.069,98.3305,banana
79,47,62,32.0356,83.0916,5.9896,242.7952,rubber
79,46,90,29.3222,71.2756,6.1649,154.1446,turmeric
54,41,36,32.7123,45.3552,5.677,62.2403,sorghum
120,31,62,19.4883,81.5462,5.3727,290.2218,tea
83,36,120,31.1711,70.1947,5.8299,233.1368,turmeric
23,54,54,19.4846,72.6734,7.4692,70.1498,peas
27,50,35,25.5182,68.1399,6.1866,56.0797,groundnut
87,35,90,29.6707,82.1257,6.4074,180.2006,ginger
116,70,76,16.136,82.3311,6.4576,76.449,cauliflower
85,54,62,22.996,72.9786,6.2481,58.8201,tomato
120,37,118,27.0902,68.5814,5.8503,98.0904,tobacco
86,34,45,25.4536,85.9588,4.8922,320.4148,rubber
31,35,26,28.8854,58.0922,6.6959,33.5142,sesame
69,41,119,24.4336,61.8045,6.2357,90.2471,sweetpotato
90,15,47,25.4152,80.8281,6.4036,53.4597,watermelon
12,28,34,30.6327,52.0222,5.3477,93.9993,mango
108,44,56,27.2098,61.5679,6.8668,92.7034,chilli
28,52,47,22.7283,62.0058,6.719,73.6022,groundnut
52,34,39,28.3238,54.3471,7.2514,49.5018,sorghum
30,40,29,27.3442,53.8075,5.971,52.7663,sesame
84,54,66,18.8816,75.9325,6.8226,64.454,cauliflower
36,61,25,33.2959,63.1779,6.787,73.4296,blackgram
15,47,20,27.9767,84.0983,6.6294,42.7358,mungbean
60,34,21,29.8352,63.0342,5.6442,75.8499,sorghum
89,40,92,22.2504,87.6077,6.2763,216.0994,ginger
22,126,200,21.596,93.1163,6.4083,110.9697,apple
80,61,59,27.5922,51.2281,7.2761,69.9087,sunflower
116,54,74,22.7033,67.678,6.2124,69.8495,tomato
89,39,40,23.8707,80.5973,6.152,197.1357,jute
30,120,193,21.4131,92.0993,6.1913,111.3404,apple
37,46,54,25.4996,93.9454,6.748,239.0883,papaya
125,20,51,21.4768,75.7529,4.7045,299.2231,tea
77,30,40,28.5016,85.2144,4.963,241.3725,rubber
86,70,50,22.2913,60.1938,6.7938,61.2533,sunflower
74,43,29,22.1531,64.1911,6.584,74.5138,maize
32,54,42,19.3278,67.7341,6.1091,67.6749,peas
26,64,16,22.0961,18.6106,5.5848,144.9819,kidneybeans
37,45,47,35.8763,94.4173,6.5918,235.3766,papaya
84,63,64,17.9042,62.1262,6.2528,61.9261,onion
11,61,20,17.1772,61.5808,6.5165,40.981,lentil
11,48,24,29.8677,88.5792,6.7573,41.9184,mungbean
98,45,74,20.8636,76.4836,6.6594,72.58,cabbage
10,33,27,35.8228,47.8059,6.9672,97.161,mango
123,47,39,22.6268,81.3529,7.9086,98.9248,cotton
41,27,31,33.0746,64.3867,6.8179,48.731,sesame
30,121,205,17.285,81.0498,5.8976,69.3713,grapes
22,55,44,28.1593,73.0011,6.4056,103.2922,soybeans
86,57,70,24.9688,66.6313,6.8136,87.4833,chilli
49,64,77,17.3198,14.1928,5.4094,35.0617,chickpeas
45,38,94,23.807,69.7311,6.1632,92.9082,sweetpotato
80,36,40,25.5602,88.9915,6.5232,203.64,jute
84,44,123,24.5927,65.0025,6.3947,102.6189,tobacco
122,53,144,15.8025,70.0926,5.5004,81.2014,potato
135,32,46,28.1085,87.1617,4.621,253.1859,tea
89,46,61,18.3845,72.5781,6.4991,79.4479,cabbage
122,33,86,21.0227,80.8259,5.9476,212.4374,cardamom
25,63,16,19.4842,18.9221,5.9163,98.8865,kidneybeans
43,31,37,26.4724,53.0266,7.046,42.5238,sorghum
108,56,72,29.4097,69.2949,6.9895,75.2501,tomato
57,45,25,33.5361,61.4078,5.8616,61.0647,sorghum
37,78,38,27.9705,68.1927,6.1433,107.1731,soybeans
28,133,193,39.3914,81.5051,5.9377,68.6292,grapes
20,56,40,29.6065,54.5452,6.849,70.6596,groundnut
94,47,76,15.485,84.6534,6.7731,67.0017,cabbage
11,53,22,27.9596,62.7413,5.5066,71.1302,mothbeans
112,67,60,19.901,76.5152,6.3155,68.9346,cauliflower
142,22,57,18.5044,81.4863,4.8761,203.8438,tea
99,41,91,28.6729,88.7486,6.4873,173.7932,ginger
27,68,55,13.185,63.9041,6.0095,55.2618,peas
100,90,50,27.9249,81.8964,5.7551,101.1386,banana
124,49,37,25.295,79.2959,5.8707,73.4881,cotton
83,66,47,26.9591,63.0375,6.941,72.4242,sunflower
20,51,24,27.0928,87.5556,6.9457,43.5501,mungbean
36,58,16,26.5372,65.5047,6.7354,63.717,blackgram
40,39,21,34.2081,52.2259,5.6897,50.7086,sesame
115,57,61,15.1293,77.9454,6.9644,69.2488,cabbage
106,25,78,26.8056,87.8825,6.0294,229.4535,pepper
138,29,47,26.4079,80.6299,5.1704,292.887,tea
82,56,65,25.5568,66.9781,6.3544,96.6687,chilli
106,43,41,23.1212,76.6537,6.1266,71.4553,cotton
30,138,197,21.1579,83.4351,5.6214,66.1362,grapes
40,39,27,22.0646,48.041,7.7591,37.3211,cumin
14,28,25,28.4407,53.6095,5.0771,95.2607,mango
38,57,85,18.0749,17.8886,6.8988,30.6513,chickpeas
14,26,29,32.0914,53.5255,6.4564,95.1133,mango
86,6,51,24.3865,86.3447,6.2658,49.6229,watermelon
128,34,73,24.2401,79.2814,6.0748,202.7733,cardamom
79,45,43,21.1034,87.6314,6.0314,242.7152,rice
16,135,200,21.8331,90.8324,6.1595,110.666,apple
18,53,18,27.6649,83.2418,6.7947,42.8155,mungbean
140,25,53,21.8975,78.0739,4.6222,242.8548,tea
44,61,23,27.3091,65.6102,6.9375,67.8069,blackgram
80,62,72,19.4887,70.0527,6.6736,61.3684,onion
110,46,71,20.7775,74.1565,6.3798,62.4244,cabbage
40,40,111,25.997,67.2064,6.0778,84.4903,sweetpotato
25,120,197,22.4872,91.3303,5.5418,120.9174,apple
90,48,91,28.7855,76.534,6.5636,190.9699,turmeric
17,25,28,26.7924,92.3953,5.2589,130.394,coconut
45,63,16,29.5468,62.0636,6.7271,68.6556,blackgram
25,17,43,18.5162,92.0489,5.6982,104.7868,pomegranate
100,19,31,26.3788,52.5809,6.864,149.8183,coffee
127,35,55,19.249,89.0531,4.6543,247.7835,tea
24,50,20,29.0945,82.0757,7.018,45.8117,mungbean
37,59,21,30.941,69.7269,6.8085,60.3033,blackgram
69,68,47,21.7097,52.4511,7.0489,59.5035,sunflower
120,28,73,25.4363,76.6683,5.4891,296.2851,pepper
100,54,136,18.8182,83.3037,5.4582,64.8414,potato
40,60,83,22.6746,19.3912,6.888,36.8148,chickpeas
17,42,39,27.0566,52.0812,6.6613,50.1365,groundnut
21,75,22,30.4957,50.0608,6.8608,114.1162,pigeonpeas
25,138,191,18.4293,81.0826,5.8453,70.4214,grapes
10,140,200,23.7604,93.1492,6.3373,123.2953,apple
101,16,28,25.7167,61.6987,6.6649,198.8462,coffee
40,40,56,18.091,51.8787,6.2334,44.2827,barley
58,31,36,21.1547,53.0332,6.0675,68.8147,coriander
20,65,15,29.269,65.4484,6.7141,50.3811,lentil
72,59,75,21.5389,74.567,6.6372,52.3716,onion
129,48,40,25.1117,78.4184,7.751,76.0847,cotton
17,60,16,28.5907,40.2024,9.3805,51.4669,mothbeans
21,17,10,25.1221,92.1683,7.1311,103.8561,orange
68,41,37,17.6415,56.3439,7.4586,43.0287,mustard
52,58,40,20.7564,68.1417,6.95,89.2687,wheat
43,34,40,21.9176,51.2295,6.8104,36.2155,mustard
142,33,55,27.5607,82.5476,5.1838,256.888,tea
24,43,17,28.5924,81.1633,6.5056,49.281,mungbean
92,88,53,27.8915,79.4729,6.3684,105.3838,banana
72,60,71,18.3484,67.1681,6.9593,58.2736,garlic
72,51,47,26.3695,57.5624,7.2219,72.2754,sunflower
58,68,46,18.1526,63.2639,6.5213,85.5853,wheat
132,38,82,28.9258,75.4249,7.2514,186.7633,sugarcane
13,22,26,25.0247,93.0164,6.2987,185.7561,coconut
19,65,18,25.6034,64.8594,6.8668,35.6868,lentil
78,65,74,20.6296,73.1676,6.4656,71.6501,onion
104,46,65,17.0972,71.8568,6.6878,67.0408,cabbage
99,46,65,21.7064,83.4823,6.8585,65.8595,cabbage
53,32,31,25.9511,56.8988,5.6418,40.1971,sorghum
43,38,26,29.9324,60.5056,6.3054,59.2068,sesame
94,18,54,25.1409,83.6617,6.8648,40.0227,watermelon
41,50,28,28.9824,59.8255,7.9789,29.9715,cumin
92,8,54,24.9051,85.3764,6.0205,45.3194,watermelon
17,70,22,31.7205,45.0713,5.2698,92.4619,pigeonpeas
48,49,25,15.2888,50.3915,6.6688,56.2215,mustard
19,19,28,27.8543,98.6618,6.0414,173.7968,coconut
38,61,43,15.2825,64.4573,6.4748,72.6262,peas
120,32,51,26.3501,79.8844,5.126,273.5676,tea
43,39,29,25.0149,58.5666,6.9158,61.2076,coriander
15,19,32,28.7089,96.0148,6.1615,147.2053,coconut
102,48,143,16.7048,75.0724,5.9354,75.9872,potato
33,56,75,18.0195,15.444,5.7228,38.9363,chickpeas
68,36,31,22.2706,56.7584,6.0584,90.4126,maize
27,66,44,24.1991,69.9312,6.7238,87.3253,soybeans
13,137,205,23.7845,94.0864,5.8966,116.6655,apple
99,48,103,29.9282,61.337,5.8906,108.0889,tobacco
13,25,45,20.1549,85.6676,5.8418,101.2087,pomegranate
18,137,200,21.1493,91.4817,6.2923,108.3822,apple
59,45,34,22.9153,58.252,7.13,44.8294,mustard
76,55,44,22.6006,56.6162,7.2393,51.665,sunflower
72,36,28,26.85,68.6899,6.3647,61.0276,maize
70,34,90,23.1107,63.4055,6.0452,89.9426,sweetpotato
25,13,45,22.5459,94.9847,6.563,106.1201,pomegranate
40,52,48,19.3069,62.7486,7.0495,76.0874,peas
21,133,198,24.2721,80.4699,5.8915,69.3288,grapes
116,40,128,21.7307,63.2629,5.9881,118.4833,tobacco
37,65,82,20.4137,16.6173,6.8845,36.2066,chickpeas
110,34,73,23.927,77.8146,5.7604,314.2376,cardamom
46,36,33,25.0525,45.5154,6.9148,39.4355,cumin
19,6,12,23.5716,91.5185,7.6809,117.5286,orange
65,60,48,21.7034,53.5992,6.9804,62.2436,wheat
93,60,79,16.3402,75.108,6.716,58.963,cabbage
16,45,18,29.9184,87.172,6.4938,57.3495,mungbean
87,69,71,20.8676,83.4289,6.822,64.9306,cauliflower
35,30,24,24.3936,53.7379,7.7907,32.428,cumin
79,46,97,29.683,83.2664,6.2376,202.3441,turmeric
67,61,50,24.4537,60.3682,6.7817,50.93,sunflower
77,50,87,25.5496,81.9148,6.0735,214.3025,ginger
78,44,102,29.0341,82.5342,6.6076,173.3104,turmeric
20,133,193,21.3223,94.8767,5.5883,114.6474,apple
66,47,120,31.4088,80.7437,6.8452,240.1534,turmeric
72,55,65,16.551,62.5552,6.1085,40.1532,garlic
23,130,194,35.2279,84.9605,5.6232,71.8103,grapes
159,34,51,20.3945,78.3493,5.313,258.7436,tea
37,68,60,20.1823,61.9529,6.36,58.772,peas
23,51,37,24.1959,68.2423,6.1254,72.3293,soybeans
102,19,29,24.3778,61.3987,6.5003,147.8671,coffee
27,59,20,24.2113,23.1152,5.7559,102.8271,kidneybeans
77,41,27,20.5562,61.5288,6.5012,90.8497,maize
77,65,43,16.4275,58.2878,6.8054,72.619,wheat
110,58,55,29.3912,60.0069,6.0504,64.2813,chilli
38,45,34,28.0787,44.4645,6.6263,30.4685,cumin
95,81,52,26.967,75.2987,6.1486,105.265,banana
108,55,158,17.7516,76.0291,5.9067,85.269,potato
70,62,53,23.7408,51.0283,6.4695,54.8049,sunflower
88,40,68,18.8909,81.4402,6.5201,71.0969,cabbage
24,10,38,22.4845,86.7157,6.2503,107.4328,pomegranate
36,59,79,20.7217,16.7294,6.465,42.1025,chickpeas
100,59,67,26.8135,61.0727,6.9869,75.3603,chilli
29,55,23,20.1133,20.3965,5.8955,79.7032,kidneybeans
39,64,15,31.436,66.2653,6.7996,72.0884,blackgram
128,32,65,23.9207,83.3949,6.2559,278.7476,pepper
82,13,49,24.5232,87.3974,6.3024,43.1435,watermelon
36,52,51,19.1977,64.7277,7.4318,62.535,peas
49,39,23,20.9938,51.2751,6.928,47.5705,coriander
72,36,38,25.6783,71.3333,6.8493,196.93,jute
19,26,25,29.4864,45.3116,4.7288,96.4938,mango
49,62,85,15.7446,16.4444,6.3026,31.0722,chickpeas
86,44,44,26.2178,72.8832,6.0186,200.2321,jute
21,62,19,16.9146,22.0727,5.8557,103.7411,kidneybeans
43,39,57,19.7347,56.7854,7.2274,68.4984,barley
18,20,33,27.7884,95.7852,5.2986,152.5678,coconut
74,39,38,23.0451,88.4068,6.6628,171.8036,jute
104,44,50,23.1467,64.6906,6.3704,63.6862,chilli
59,40,21,29.5779,43.8584,6.677,56.1856,millets
78,47,68,28.1154,84.1347,5.6141,263.4405,rubber
21,74,19,32.1164,57.6812,6.4779,161.9201,pigeonpeas
95,39,95,27.4543,75.4939,5.7029,177.1204,ginger
50,59,17,27.8697,65.2255,6.5176,69.9822,blackgram
45,61,78,15.9257,15.9825,6.0659,31.2446,chickpeas
103,54,70,20.9696,76.3752,6.8345,55.5919,cabbage
107,53,153,18.2731,73.7283,5.6262,88.0239,potato
67,68,45,22.2125,60.4821,6.9545,98.0964,wheat
29,12,34,28.1623,95.7607,6.0708,216.5591,coconut
30,46,15,26.4058,47.5852,5.8655,37.037,mothbeans
13,63,25,20.7099,19.6003,5.8701,85.6484,kidneybeans
40,74,40,28.548,77.6145,6.918,107.2394,soybeans
137,32,89,33.5554,65.6232,5.8773,190.0692,sugarcane
13,138,197,22.2771,90.86,5.9497,124.1353,apple
77,41,29,26.8388,59.3081,5.7385,82.7493,maize
104,50,71,27.7845,69.122,6.5009,59.8564,tomato
15,12,39,23.8703,90.0781,6.6736,101.1914,pomegranate
96,49,110,23.2543,87.4482,5.7658,245.9795,ginger
40,57,85,18.0684,15.9024,6.9157,42.1048,chickpeas
43,49,34,26.6589,47.3564,6.7456,24.8787,cumin
41,45,36,25.2764,61.4402,6.6111,60.8915,coriander
113,25,59,29.7987,70.2952,5.5866,213.0033,pepper
93,32,105,23.8173,80.0138,6.1078,276.135,ginger
39,39,32,34.0188,57.4155,6.3557,45.4456,sesame
49,21,34,25.1916,56.7592,5.6909,46.1033,millets
113,40,69,16.9869,85.8663,6.0941,320.7572,cardamom
94,7,46,25.6106,84.791,6.4529,54.9871,watermelon
97,32,111,20.5683,60.7168,6.1873,107.0818,tobacco
71,69,59,26.8798,56.0305,6.7561,73.06,sunflower
24,54,41,22.8382,66.4624,6.8449,54.109,groundnut
61,42,32,24.7961,62.8375,6.5033,75.6126,maize
65,67,76,17.0526,67.0705,6.5805,69.1549,onion
13,11,13,16.2816,92.5861,6.4832,118.5531,orange
30,24,35,33.3463,46.9535,4.7297,91.6224,mango
105,60,63,16.3533,75.5197,6.468,66.0151,cabbage
85,86,47,27.5565,83.3472,5.64,109.0443,banana
10,57,25,18.3814,64.5234,5.9614,40.8435,lentil
119,50,72,15.1784,74.0653,6.0172,70.2112,cabbage
98,20,53,27.5846,92.4734,6.0444,27.9279,muskmelon
86,32,93,27.3237,82.9635,6.8145,221.6495,turmeric
101,38,121,25.771,66.365,5.9349,92.0276,tobacco
42,29,30,32.8888,45.3097,7.1255,55.4981,sorghum
44,34,90,26.8407,66.0295,6.3311,96.4221,sweetpotato
85,59,66,20.4393,74.3585,6.1423,64.8216,tomato
